Wall time,Step,Value
1749792355.2577074,68992,0.0
1749792362.3065534,82304,0.0
1749792364.8555443,84992,1.0
1749792364.9022708,85120,0.5
1749792368.1527536,90624,1.0
1749792369.245863,94336,1.0
1749792369.470987,95104,0.5
1749792372.192075,99328,1.0
1749792375.9220984,106112,0.5
1749792376.3583493,107520,1.0
1749792379.2009313,111104,0.0
1749792379.7762818,112896,0.0
1749792383.7105465,120064,1.0
1749792386.1657786,122368,0.25
1749792387.3569055,126080,0.0
1749792387.5096958,126592,1.0
1749792390.9799557,131968,1.0
1749792394.0555456,139136,0.5
1749792396.6520846,141952,0.0
1749792397.4669673,144640,1.0
1749792398.1532874,146944,0.5
1749792399.5543535,149888,0.3333333432674408
1749792402.6634848,154496,0.0
1749792403.1625388,155904,0.5
1749792403.4418116,156800,1.0
1749792411.5935879,161280,0.0
1749792412.7460518,164864,1.0
1749792413.0166452,165760,0.0
1749792413.1019714,166016,1.0
1749792415.3134415,168192,1.0
1749792415.592159,168960,0.4000000059604645
1749792418.8239563,173696,0.3333333432674408
1749792422.2551763,179712,1.0
1749792422.5701635,180608,0.20000000298023224
1749792422.6186423,180736,0.8333333730697632
1749792423.308786,182784,0.6666666865348816
1749792424.0239594,184960,1.0
1749792427.6043386,191360,0.6666666865348816
1749792430.9035926,196992,0.3333333432674408
1749792431.3622122,198400,1.0
1749792433.750192,202624,0.800000011920929
1749792437.0771163,210304,0.0
1749792438.2759142,211712,0.0
1749792439.4125473,214528,1.0
1749792443.9694686,222592,1.0
1749792447.4365573,230400,1.0
1749792449.6467757,232576,0.0
1749792450.2002373,234240,0.5
1749792450.6992579,235776,1.0
1749792452.7106872,238336,0.75
1749792453.4501555,240512,0.5
1749792456.6625068,245760,0.75
1749792456.750706,246016,0.0
1749792457.3356943,247808,1.0
1749792457.6291335,248704,1.0
1749792458.8354511,251648,0.6666666865348816
1749792459.3418598,253184,0.6666666865348816
1749792459.7897723,254592,0.6666666865348816
1749792459.9049795,254976,0.6666666865348816
1749792460.565223,256128,1.0
1749792462.0683339,260736,0.8333333730697632
1749792465.2045205,265472,1.0
1749792465.289189,265728,1.0
1749792465.4490557,266240,1.0
1749792465.940849,267648,1.0
1749792466.1510384,268160,1.0
1749792471.1654024,275456,1.0
1749792472.2112184,278400,0.75
1749792475.0614157,282496,0.25
1749792478.4035852,288128,0.0
1749792480.417304,294272,0.75
1749792480.466039,294400,0.5
1749792483.6378796,299264,1.0
1749792485.6594522,301312,1.0
1749792485.805036,301696,0.25
1749792487.451872,306432,1.0
1749792487.5831544,306816,1.0
1749792489.656724,308608,0.75
1749792490.5920486,311296,0.75
1749792491.0611968,312704,1.0
1749792492.7883708,316800,0.5
1749792493.1508808,317824,0.800000011920929
1749792501.69793,322304,0.7777777910232544
1749792502.3444767,324224,0.5
1749792503.7468135,326528,1.0
1749792503.8700187,326912,0.3333333432674408
1749792504.209959,327936,1.0
1749792508.7633145,336640,0.75
1749792514.9897647,345856,0.5
1749792515.6222484,347520,0.5
1749792515.9813795,348544,0.6666666865348816
1749792517.8324542,353280,1.0
1749792517.9938607,353792,0.6666666865348816
1749792518.287299,354688,1.0
1749792520.1102605,358656,0.0
1749792521.0364459,361216,1.0
1749792521.0785341,361344,1.0
1749792521.8833508,363776,0.6666666865348816
1749792526.595308,375936,0.25
1749792527.0023627,377088,0.5714285969734192
1749792528.8718784,378368,0.6666666865348816
1749792529.4054751,379776,0.8571429252624512
1749792537.2710607,393984,0.8333333730697632
1749792540.2039695,397824,0.800000011920929
1749792545.5253747,408192,0.5
1749792549.0391278,413440,0.75
1749792551.0981164,418176,0.4444444477558136
1749792554.4057384,423552,0.5
1749792554.6815376,424320,0.800000011920929
1749792555.2698164,425984,1.0
1749792555.6141438,427008,1.0
1749792555.741235,427392,0.0
1749792557.3361437,430080,1.0
1749792558.1816027,432384,1.0
1749792558.7996938,434176,0.75
1749792560.7545605,435840,0.75
1749792564.2088926,441856,0.75
1749792564.2568576,441984,0.75
1749792565.2718728,444800,0.5
1749792566.6713128,448512,1.0
1749792567.0679598,449536,0.8333333730697632
1749792567.42925,450560,0.5
1749792569.9855533,455808,1.0
1749792570.4069772,456960,0.75
1749792571.0917954,459008,0.20000000298023224
1749792571.478549,460160,1.0
1749792572.9272232,462464,0.75
1749792573.232801,463360,1.0
1749792573.7981122,465024,1.0
1749792573.839644,465152,1.0
1749792573.8821096,465280,0.6666666865348816
1749792574.5052743,467200,1.0
1749792575.540994,469632,0.75
1749792576.8187594,473216,1.0
1749792578.6026826,476160,0.800000011920929
1749792579.0562148,477440,0.75
1749792579.8570893,479744,0.0
1749792589.9433079,487424,1.0
1749792591.4529607,491392,1.0
1749792591.950021,492672,0.3333333432674408
1749792594.080111,494208,0.5
1749792598.7848856,502400,0.75
1749792601.6193724,508928,1.0
1749792601.676504,509056,1.0
1749792602.7794406,511744,0.800000011920929
1749792602.8249035,511872,0.0
1749792604.2136025,513792,0.6666666865348816
1749792605.442504,517120,1.0
1749792608.459777,520832,1.0
1749792609.5578942,523264,1.0
1749792609.9420338,524160,0.8333333730697632
1749792611.8972929,526464,0.5
1749792612.046759,526848,1.0
1749792613.0459282,529664,0.8333333730697632
1749792614.2950997,532736,0.8333333730697632
1749792614.423841,533120,1.0
1749792616.3880365,538112,0.6666666865348816
1749792620.2593346,544512,1.0
1749792624.0738523,550912,0.8571429252624512
1749792627.286555,558208,1.0
1749792628.2814646,561024,0.800000011920929
1749792628.3273585,561152,0.8571429252624512
1749792628.6428819,562048,0.6666666865348816
1749792629.0494356,563200,1.0
1749792630.3699465,566528,0.7777777910232544
1749792632.6492093,571648,1.0
1749792632.8134665,572032,0.6000000238418579
1749792634.267348,576000,1.0
1749792636.5003343,578048,0.875
1749792638.570707,582912,0.8571429252624512
1749792638.7027876,583296,1.0
1749792638.8804355,583808,0.6000000238418579
1749792639.187142,584704,1.0
1749792639.3181937,585088,1.0
1749792640.1854248,587648,1.0
1749792641.327896,590464,1.0
1749792644.1085992,596736,1.0
1749792645.1955707,599680,0.6666666865348816
1749792650.2939804,608128,0.800000011920929
1749792650.3998125,608384,1.0
1749792651.4354663,610944,1.0
1749792653.6317391,615168,0.0
1749792654.0236087,616320,1.0
1749792654.1921751,616832,1.0
1749792654.4473956,617600,0.6666666865348816
1749792655.0232847,619264,1.0
1749792655.1601324,619648,0.6666666865348816
1749792658.0954194,624768,0.699999988079071
1749792660.7683027,629504,0.8333333730697632
1749792660.8552299,629760,1.0
1749792661.2608163,630912,0.5
1749792661.8101287,632320,0.7142857313156128
1749792662.0738895,633088,1.0
1749792663.8117278,633984,1.0
1749792665.582904,638848,1.0
1749792673.5486717,642048,0.8333333730697632
1749792673.8141482,642816,0.8333333730697632
1749792674.0750926,643584,0.6666666865348816
1749792674.207695,643968,1.0
1749792675.747545,646784,0.7142857313156128
1749792677.4284124,651264,0.9000000357627869
1749792677.953795,652672,1.0
1749792679.8481946,657152,0.8333333730697632
1749792682.126872,660992,0.8888888955116272
1749792685.2263114,668800,1.0
1749792685.7035904,670080,1.0
1749792691.572244,684800,0.75
1749792693.1913633,686208,0.8571429252624512
1749792697.0374596,695296,1.0
1749792697.473032,696576,0.6000000238418579
1749792697.6475658,697088,1.0
1749792699.659786,700416,1.0
1749792702.3267374,706560,0.7142857313156128
1749792704.2141566,711296,0.8333333730697632
1749792705.8250058,716032,0.75
1749792706.0105722,716544,1.0
1749792706.1019917,716800,0.8333333730697632
1749792707.5374787,717568,0.3333333432674408
1749792707.979962,718720,1.0
1749792709.020897,721664,1.0
1749792712.613777,727680,0.8888888955116272
1749792715.3979416,734464,1.0
1749792715.4842525,734720,1.0
1749792715.6158626,735104,0.6666666865348816
1749792715.6587305,735232,0.800000011920929
1749792716.2212188,736256,0.9000000357627869
1749792717.890805,741120,1.0
1749792720.6564958,744704,1.0
1749792721.5639365,747136,1.0
1749792722.0730927,748544,0.800000011920929
1749792723.7049825,749696,1.0
1749792725.1439164,753664,0.9090909361839294
1749792725.6456208,755072,1.0
1749792729.0401928,762240,0.6666666865348816
1749792729.8935342,764672,1.0
1749792730.4699934,766336,0.875
1749792730.8711867,767488,1.0
1749792730.9611032,767744,1.0
1749792733.3811438,773120,0.8571429252624512
1749792733.5564277,773632,1.0
1749792735.2427015,775552,0.8571429252624512
1749792735.3935,775936,0.7777777910232544
1749792735.4419992,776064,1.0
1749792736.8752246,780160,1.0
1749792738.0893538,781824,1.0
1749792739.2424593,785024,1.0
1749792739.8497248,786688,1.0
1749792740.8447173,788608,1.0
1749792741.2389042,789760,0.9000000357627869
1749792741.3865826,790144,1.0
1749792743.8001153,793984,0.8181818723678589
1749792745.1147766,797056,1.0
1749792745.2612371,797440,1.0
1749792753.148631,802560,0.6000000238418579
1749792753.4982018,803584,1.0
1749792755.4030313,807808,1.0
1749792758.892648,813184,1.0
1749792759.3459318,814336,1.0
1749792759.5941448,814976,0.8571429252624512
1749792761.9087543,821376,1.0
1749792762.4307547,822912,0.875
1749792771.052043,841600,1.0
1749792773.8993242,849664,0.8333333730697632
1749792775.8160243,853248,0.6666666865348816
1749792776.8297248,856192,1.0
1749792780.3652337,862720,0.6666666865348816
