Wall time,Step,Value
1749788472.9068067,6400,-0.5776278972625732
1749788476.0455701,12800,0.4979820251464844
1749788479.00218,19200,0.376259982585907
1749788482.207769,25600,0.39439815282821655
1749788485.257084,32000,0.21364319324493408
1749788488.5671449,38400,0.2968745231628418
1749788491.6364453,44800,0.2570079565048218
1749788495.0025854,51200,0.5599663257598877
1749788498.179699,57600,0.3620016574859619
1749788500.9871078,64000,0.4363359808921814
1749788504.278593,70400,0.35079944133758545
1749788508.046647,76800,0.5282810926437378
1749788511.3847988,83200,0.5869016647338867
1749788514.967853,89600,0.688774585723877
1749788518.4933379,96000,0.6056119203567505
1749788521.9931736,102400,0.7395905256271362
1749788525.8409002,108800,0.7061388492584229
1749788529.7716308,115200,0.7671029567718506
1749788533.8651595,121600,0.6830312013626099
1749788537.6372201,128000,0.7072046399116516
1749788541.367859,134400,0.77308189868927
1749788544.9174573,140800,0.8027578592300415
1749788548.7622185,147200,0.7746203541755676
1749788552.6340966,153600,0.7637882232666016
1749788556.4378264,160000,0.7675707340240479
1749788565.8347566,166400,0.7599388360977173
1749788569.8047092,172800,0.7667665481567383
1749788573.9897091,179200,0.7940990924835205
1749788578.086626,185600,0.7576050758361816
1749788581.9412794,192000,0.7924526333808899
1749788586.111607,198400,0.7896493673324585
1749788589.7006402,204800,0.7944144606590271
1749788593.3791704,211200,0.7823772430419922
1749788597.2831445,217600,0.7291553020477295
1749788601.0217679,224000,0.7508920431137085
1749788604.852374,230400,0.7417658567428589
1749788608.7816768,236800,0.7964330911636353
1749788612.7029412,243200,0.8056360483169556
1749788616.8196788,249600,0.8339236378669739
1749788621.0169756,256000,0.7978304624557495
1749788624.9842365,262400,0.7594751119613647
1749788629.0826004,268800,0.7761639356613159
1749788633.042201,275200,0.7946743369102478
1749788637.0041811,281600,0.786460280418396
1749788640.4394357,288000,0.7653414011001587
1749788644.1599562,294400,0.784566342830658
1749788648.0664868,300800,0.779224157333374
1749788651.6641715,307200,0.7698192596435547
1749788655.5177388,313600,0.7495676279067993
1749788659.5883708,320000,0.7307475805282593
1749788669.012727,326400,0.7592654824256897
1749788672.5474327,332800,0.8189143538475037
1749788676.236977,339200,0.8264161944389343
1749788680.0288455,345600,0.7461471557617188
1749788683.376181,352000,0.7622759342193604
1749788687.075252,358400,0.7025707960128784
1749788690.1456938,364800,0.7492895126342773
1749788693.90893,371200,0.7603824138641357
1749788697.6919522,377600,0.7520896196365356
1749788700.901712,384000,0.8012021780014038
1749788704.781704,390400,0.8300127983093262
1749788708.515688,396800,0.7892337441444397
1749788712.2007804,403200,0.8125856518745422
1749788716.1610608,409600,0.7733567953109741
1749788719.4405115,416000,0.8002031445503235
1749788723.3058908,422400,0.7944052815437317
1749788726.5799398,428800,0.8026365041732788
1749788730.6620862,435200,0.8124015927314758
1749788734.9137602,441600,0.8109867572784424
1749788738.9716277,448000,0.8368825912475586
